piece_title,composer,year_of_composition,era,piece_slug
"Vidění na plese, JB 1:71a","Smetana, Bedřich",1858,Romantic,smetana-bedich-vidn-na-plese-jb-171a
"Venkovanka, JB 1:115","Smetana, Bedřich",1879,Romantic,smetana-bedich-venkovanka-jb-1115
"Triumfální symfonie, Op.6","Smetana, Bedřich","1853 (December) - 1854 (February 26th), rev. 1881",Romantic,smetana-bedich-triumfln-symfonie-op6
"Tajemství, JB 1:110","Smetana, Bedřich",1877–78,Romantic,smetana-bedich-tajemstv-jb-1110
"Tábor, JB 1:112/5","Smetana, Bedřich",1878,Romantic,smetana-bedich-tbor-jb-11125
"Svatební scény, JB 1:44","Smetana, Bedřich",1849,Romantic,smetana-bedich-svatebn-scny-jb-144
"String Quartet No.2, JB 1:124","Smetana, Bedřich",1882-83,Romantic,smetana-bedich-string-quartet-no2-jb-1124
"String Quartet No.1, JB 1:105","Smetana, Bedřich",1876,Romantic,smetana-bedich-string-quartet-no1-jb-1105
"Souvenir de Bohême en forme de Polkas, Op.13","Smetana, Bedřich",1859–60,Romantic,smetana-bedich-souvenir-de-bohme-en-forme-de-polkas-op13
"Souvenir de Bohême en forme de Polkas, Op.12","Smetana, Bedřich",1859–60,Romantic,smetana-bedich-souvenir-de-bohme-en-forme-de-polkas-op12
"Sonata for 2 Pianos, JB 1:47","Smetana, Bedřich",1849,Romantic,smetana-bedich-sonata-for-2-pianos-jb-147
"Slavnostní předehra, JB 1:95","Smetana, Bedřich",1868,Romantic,smetana-bedich-slavnostn-pedehra-jb-195
"4 Sketches, Op.5","Smetana, Bedřich",1848–57,Romantic,smetana-bedich-4-sketches-op5
"4 Sketches, Op.4","Smetana, Bedřich",1848–57,Romantic,smetana-bedich-4-sketches-op4
"Šárka, JB 1:112/3","Smetana, Bedřich",1875,Romantic,smetana-bedich-rka-jb-11123
"Rybář, JB 1:97","Smetana, Bedřich",1869,Romantic,smetana-bedich-ryb-jb-197
"Richard III, Op.11","Smetana, Bedřich",1857–58,Romantic,smetana-bedich-richard-iii-op11
"Rêves, JB 1:103","Smetana, Bedřich",1875,Romantic,smetana-bedich-rves-jb-1103
"Piano Trio, Op.15","Smetana, Bedřich",1854-55,Romantic,smetana-bedich-piano-trio-op15
"Píseň česká, JB 1:78","Smetana, Bedřich",1860,Romantic,smetana-bedich-pse-esk-jb-178
"Pochod k slavnosti Shakespearově, JB 1:90","Smetana, Bedřich",1864,Romantic,smetana-bedich-pochod-k-slavnosti-shakespearov-jb-190
"Pochod Národní Gardy, JB 1:37","Smetana, Bedřich",1848,Romantic,smetana-bedich-pochod-nrodn-gardy-jb-137
"Pochod pražské studentské legie, JB 1:36","Smetana, Bedřich",1848,Romantic,smetana-bedich-pochod-prask-studentsk-legie-jb-136
"Poklad melodií, JB 1:49","Smetana, Bedřich",1849–50,Romantic,smetana-bedich-poklad-melodi-jb-149
"Polka in A major, JB 1:57","Smetana, Bedřich",1852-1853 (finished in 1883),Romantic,smetana-bedich-polka-in-a-major-jb-157
"Polka in E major, JB 1:55","Smetana, Bedřich",1852–1853,Romantic,smetana-bedich-polka-in-e-major-jb-155
"Polka in E-flat major, JB 1:28","Smetana, Bedřich",1846,Romantic,smetana-bedich-polka-in-eflat-major-jb-128
"Polka in F minor, JB 1:63","Smetana, Bedřich",1853–1854,Romantic,smetana-bedich-polka-in-f-minor-jb-163
"Polka in G minor, JB 1:56","Smetana, Bedřich",1852–1853,Romantic,smetana-bedich-polka-in-g-minor-jb-156
"3 Polkas de salon, Op.7","Smetana, Bedřich",1848–54,Romantic,smetana-bedich-3-polkas-de-salon-op7
"3 Polkas poétiques, Op.8","Smetana, Bedřich",1848–54,Romantic,smetana-bedich-3-polkas-potiques-op8
"Prague Carnival, JB 1:126","Smetana, Bedřich",1883,Romantic,smetana-bedich-prague-carnival-jb-1126
"6 Preludes, JB 1:30","Smetana, Bedřich",1846,Romantic,smetana-bedich-6-preludes-jb-130
"Prodaná nevěsta, JB 1:100","Smetana, Bedřich",1863–66 (1st version) ; 1868–69 (2nd version) ; 1869 (3rd version) ; 1870 (4th version),Romantic,smetana-bedich-prodan-nevsta-jb-1100
"Agitato, EG 106","Grieg, Edvard",1865,Romantic,grieg-edvard-agitato-eg-106
"Album for Mandssang, Op.30","Grieg, Edvard",,Romantic,grieg-edvard-album-for-mandssang-op30
"4 Album Leaves, Op.28","Grieg, Edvard",,Romantic,grieg-edvard-4-album-leaves-op28
"Albumblad, EG 109","Grieg, Edvard",1878,Romantic,grieg-edvard-albumblad-eg-109
"Andante con moto, EG 116","Grieg, Edvard",1878,Romantic,grieg-edvard-andante-con-moto-eg-116
"At Halfdans Kjerulfs Statue, EG 167","Grieg, Edvard",1874,Romantic,grieg-edvard-at-halfdans-kjerulfs-statue-eg-167
"Ave maris stella, EG 150","Grieg, Edvard",1893,Romantic,grieg-edvard-ave-maris-stella-eg-150
"Ballade, Op.24","Grieg, Edvard",,Romantic,grieg-edvard-ballade-op24
"Bergliot, Op.42","Grieg, Edvard",,Romantic,grieg-edvard-bergliot-op42
"The Blueberry, EG 145","Grieg, Edvard",,Romantic,grieg-edvard-the-blueberry-eg-145
"Canon a 4 voci, EG 179","Grieg, Edvard",,Romantic,grieg-edvard-canon-a-4-voci-eg-179
"Cantata at W.Christies Statue, EG 158","Grieg, Edvard",,Romantic,grieg-edvard-cantata-at-wchristies-statue-eg-158
"Cantata to Karl Hals, EG 164","Grieg, Edvard",,Romantic,grieg-edvard-cantata-to-karl-hals-eg-164
"Cello Sonata, Op.36","Grieg, Edvard",1882,Romantic,grieg-edvard-cello-sonata-op36
"9 Children's Pieces, EG 103","Grieg, Edvard",,Romantic,grieg-edvard-9-childrens-pieces-eg-103
"7 Childrens Songs, Op.61","Grieg, Edvard",,Romantic,grieg-edvard-7-childrens-songs-op61
"17 Chorals and Fugues for Organ, EG 185","Grieg, Edvard",,Romantic,grieg-edvard-17-chorals-and-fugues-for-organ-eg-185
"Christmas Lullaby, EG 155","Grieg, Edvard",,Romantic,grieg-edvard-christmas-lullaby-eg-155
"Den blonde Pige, EG 130","Grieg, Edvard",,Romantic,grieg-edvard-den-blonde-pige-eg-130
"Denmark, EG 161","Grieg, Edvard",,Romantic,grieg-edvard-denmark-eg-161
"Dig elsker jeg!, EG 127","Grieg, Edvard",,Romantic,grieg-edvard-dig-elsker-jeg-eg-127
"Dona Nobis Pacem, EG 159","Grieg, Edvard",,Romantic,grieg-edvard-dona-nobis-pacem-eg-159
"Du retter tidt dit øjepar, EG 148","Grieg, Edvard",1889,Romantic,grieg-edvard-du-retter-tidt-dit-jepar-eg-148
"2 Elegiac Melodies, Op.34","Grieg, Edvard",1880,Romantic,grieg-edvard-2-elegiac-melodies-op34
"6 Elegiac Songs, Op.59","Grieg, Edvard",,Romantic,grieg-edvard-6-elegiac-songs-op59
"Flagsong, EG 172","Grieg, Edvard",,Romantic,grieg-edvard-flagsong-eg-172
"Foran Sydens kloster, Op.20","Grieg, Edvard",,Romantic,grieg-edvard-foran-sydens-kloster-op20
"The Forgotten Maid, EG 142","Grieg, Edvard",,Romantic,grieg-edvard-the-forgotten-maid-eg-142
"Fugue in F minor for String Quartet, EG 114","Grieg, Edvard",1861,Romantic,grieg-edvard-fugue-in-f-minor-for-string-quartet-eg-114
"7 Fugues, EG 184","Grieg, Edvard",1861-62,Romantic,grieg-edvard-7-fugues-eg-184
"Gentleman song, EG 156","Grieg, Edvard",,Romantic,grieg-edvard-gentleman-song-eg-156
"Haugtussa, Op.67","Grieg, Edvard",1895,Romantic,grieg-edvard-haugtussa-op67
"Holberg Cantata, EG 171","Grieg, Edvard",1884,Romantic,grieg-edvard-holberg-cantata-eg-171
"Holberg Suite, Op.40","Grieg, Edvard",1884,Romantic,grieg-edvard-holberg-suite-op40
"4 Humoresques, Op.6","Grieg, Edvard",1864/5,Romantic,grieg-edvard-4-humoresques-op6
"Impromptu, EG 175","Grieg, Edvard",,Romantic,grieg-edvard-impromptu-eg-175
"Improvisations on 2 Norwegian Folk Songs, Op.29","Grieg, Edvard",,Romantic,grieg-edvard-improvisations-on-2-norwegian-folk-songs-op29
"In Autumn, Op.11","Grieg, Edvard",1865,Romantic,grieg-edvard-in-autumn-op11
"Inga Litamor, EG 168","Grieg, Edvard",1878,Romantic,grieg-edvard-inga-litamor-eg-168
"Intermezzo, EG 115","Grieg, Edvard",1866(?),Romantic,grieg-edvard-intermezzo-eg-115
"Der Jäger, EG 157","Grieg, Edvard",,Romantic,grieg-edvard-der-jger-eg-157
"Jeg elsket, EG 153","Grieg, Edvard",,Romantic,grieg-edvard-jeg-elsket-eg-153
"Kristianiensernes sangerhilsen, EG 173","Grieg, Edvard",1895,Romantic,grieg-edvard-kristianiensernes-sangerhilsen-eg-173
Lamento,"Grieg, Edvard",,Romantic,grieg-edvard-lamento
"Landkjending, Op.31","Grieg, Edvard",,Romantic,grieg-edvard-landkjending-op31
"Larvikspolka, EG 101","Grieg, Edvard",,Romantic,grieg-edvard-larvikspolka-eg-101
"The Lass, EG 141","Grieg, Edvard",,Romantic,grieg-edvard-the-lass-eg-141
"Little Lad, EG 129","Grieg, Edvard",,Romantic,grieg-edvard-little-lad-eg-129
"Lyric Pieces, Op.12","Grieg, Edvard",1866-67,Romantic,grieg-edvard-lyric-pieces-op12
"Lyric Pieces, Op.38","Grieg, Edvard",1866-83,Romantic,grieg-edvard-lyric-pieces-op38
"Lyric Pieces, Op.43","Grieg, Edvard",,Romantic,grieg-edvard-lyric-pieces-op43
"Lyric Pieces, Op.47","Grieg, Edvard",,Romantic,grieg-edvard-lyric-pieces-op47
"Lyric Pieces, Op.54","Grieg, Edvard",,Romantic,grieg-edvard-lyric-pieces-op54
"Lyric Pieces, Op.57","Grieg, Edvard",,Romantic,grieg-edvard-lyric-pieces-op57
"Lyric Pieces, Op.62","Grieg, Edvard",,Romantic,grieg-edvard-lyric-pieces-op62
"Lyric Pieces, Op.65","Grieg, Edvard",,Romantic,grieg-edvard-lyric-pieces-op65
"Lyric Pieces, Op.68","Grieg, Edvard",,Romantic,grieg-edvard-lyric-pieces-op68
"Lyric Pieces, Op.71","Grieg, Edvard",1901,Romantic,grieg-edvard-lyric-pieces-op71
"Melodies of the Heart, Op.5","Grieg, Edvard",1864,Romantic,grieg-edvard-melodies-of-the-heart-op5
"2 Melodies, Op.53","Grieg, Edvard",,Romantic,grieg-edvard-2-melodies-op53
"Moods, Op.73","Grieg, Edvard",,Romantic,grieg-edvard-moods-op73
"Mountain Thrall, Op.32","Grieg, Edvard",1878,Romantic,grieg-edvard-mountain-thrall-op32
"Music at Welhavens Grave, EG 165","Grieg, Edvard",,Romantic,grieg-edvard-music-at-welhavens-grave-eg-165
"My Little Bird, EG 126","Grieg, Edvard",,Romantic,grieg-edvard-my-little-bird-eg-126
"National Song, EG 151","Grieg, Edvard",,Romantic,grieg-edvard-national-song-eg-151
"2 Nordic Melodies, Op.63","Grieg, Edvard",1895,Romantic,grieg-edvard-2-nordic-melodies-op63
"Norsk Sjømandssang, EG 163","Grieg, Edvard",,Romantic,grieg-edvard-norsk-sjmandssang-eg-163
"25 Norwegian Folk Songs and Dances, Op.17","Grieg, Edvard",,Romantic,grieg-edvard-25-norwegian-folk-songs-and-dances-op17
"19 Norwegian Folk Tunes, Op.66","Grieg, Edvard",1896,Romantic,grieg-edvard-19-norwegian-folk-tunes-op66
"Norwegian Melodies, EG 108","Grieg, Edvard",,Romantic,grieg-edvard-norwegian-melodies-eg-108
"Wind from the West, EG 174","Grieg, Edvard",,Romantic,grieg-edvard-wind-from-the-west-eg-174
"The White and the Red Rose, EG 137","Grieg, Edvard",1873,Romantic,grieg-edvard-the-white-and-the-red-rose-eg-137
"2 Walzer-Capricen, Op.37","Grieg, Edvard",1883 (piano solo arrangement 1887),Romantic,grieg-edvard-2-walzercapricen-op37
"Violin Sonata No.3, Op.45","Grieg, Edvard",1887-11-15,Romantic,grieg-edvard-violin-sonata-no3-op45
"Violin Sonata No.2, Op.13","Grieg, Edvard",1867,Romantic,grieg-edvard-violin-sonata-no2-op13
"Violin Sonata No.1, Op.8","Grieg, Edvard",1865,Romantic,grieg-edvard-violin-sonata-no1-op8
"Valgsang, EG 149","Grieg, Edvard",1893,Romantic,grieg-edvard-valgsang-eg-149
"To Ole Bull, EG 176","Grieg, Edvard",1901,Romantic,grieg-edvard-to-ole-bull-eg-176
"To L.M. Lindemans Silverwedding, EG 135","Grieg, Edvard",,Romantic,grieg-edvard-to-lm-lindemans-silverwedding-eg-135
"To Generalkonsul Chr. Tønsberg, EG 136","Grieg, Edvard",1873,Romantic,grieg-edvard-to-generalkonsul-chr-tnsberg-eg-136
"To a Devil, EG 154","Grieg, Edvard",1900,Romantic,grieg-edvard-to-a-devil-eg-154
"Til kirken hun vandrer, EG 123","Grieg, Edvard",1864,Romantic,grieg-edvard-til-kirken-hun-vandrer-eg-123
"Taaren, EG 128","Grieg, Edvard",1865,Romantic,grieg-edvard-taaren-eg-128
"Symphony in C minor, EG 119","Grieg, Edvard",1863-64?,Romantic,grieg-edvard-symphony-in-c-minor-eg-119
